Fecha,Valor
2024-01-02 23:59,17.202436597562894
2024-02-21 18:58,17.569293037980756
2024-02-23 20:15,18.55569992
2024-02-26 13:49,18.706601279638452
2024-02-26 18:54,18.514400175080766
2024-02-27 14:42,18.568783045220787
2024-02-27 16:48,17.96768123490204
2024-02-27 16:48,17.96768123490204
2024-02-27 16:48,17.96768123490204
2024-02-27 16:48,17.96768123490204
2024-02-27 19:55,17.95127041493013
2024-02-28 19:57,17.742238888099674
2024-02-29 19:27,18.160209741265884
2024-03-01 18:25,18.330488304210956
2024-03-01 18:25,18.330488304210956
2024-03-04 16:02,18.655079577518713
2024-03-04 18:16,18.497189180593274
2024-03-05 15:19,18.25601335941704
